date,item,qty
2023-09-17,Green Detox Smoothie,1
2023-09-17,Cold Brew Coffee,6
2023-09-18,Crispy Vegetable Spring Rolls,10
2023-09-18,Truffle Parmesan Fries,10
2023-09-18,Spicy Buffalo Wings,3
2023-09-18,Grilled Salmon Quinoa Bowl,19
2023-09-18,Beyond Meat Vegan Burger,3
2023-09-18,Chicken Tikka Masala,1
2023-09-18,Vegan Chocolate Mousse,5
2023-09-18,Classic New York Cheesecake,2
2023-09-18,Green Detox Smoothie,7
2023-09-18,Cold Brew Coffee,3
2023-09-19,Crispy Vegetable Spring Rolls,14
2023-09-19,Truffle Parmesan Fries,1
2023-09-19,Spicy Buffalo Wings,7
2023-09-19,Grilled Salmon Quinoa Bowl,25
2023-09-19,Beyond Meat Vegan Burger,5
2023-09-19,Chicken Tikka Masala,13
2023-09-19,Vegan Chocolate Mousse,4
2023-09-19,Classic New York Cheesecake,2
2023-09-19,Green Detox Smoothie,23
2023-09-19,Cold Brew Coffee,0
2023-09-20,Crispy Vegetable Spring Rolls,19
2023-09-20,Truffle Parmesan Fries,2
2023-09-20,Spicy Buffalo Wings,3
2023-09-20,Grilled Salmon Quinoa Bowl,19
2023-09-20,Beyond Meat Vegan Burger,14
2023-09-20,Chicken Tikka Masala,2
2023-09-20,Vegan Chocolate Mousse,19
2023-09-20,Classic New York Cheesecake,7
2023-09-20,Green Detox Smoothie,17
2023-09-20,Cold Brew Coffee,8
2023-09-21,Crispy Vegetable Spring Rolls,11
2023-09-21,Truffle Parmesan Fries,24
2023-09-21,Spicy Buffalo Wings,15
2023-09-21,Grilled Salmon Quinoa Bowl,25
2023-09-21,Beyond Meat Vegan Burger,11
2023-09-21,Chicken Tikka Masala,9
2023-09-21,Vegan Chocolate Mousse,19
2023-09-21,Classic New York Cheesecake,2
2023-09-21,Green Detox Smoothie,25
2023-09-21,Cold Brew Coffee,21
2023-09-22,Crispy Vegetable Spring Rolls,18
2023-09-22,Truffle Parmesan Fries,22
2023-09-22,Spicy Buffalo Wings,8
2023-09-22,Grilled Salmon Quinoa Bowl,12
2023-09-22,Beyond Meat Vegan Burger,7
2023-09-22,Chicken Tikka Masala,5
2023-09-22,Vegan Chocolate Mousse,18
2023-09-22,Classic New York Cheesecake,19
2023-09-22,Green Detox Smoothie,22
2023-09-22,Cold Brew Coffee,2
2023-09-23,Crispy Vegetable Spring Rolls,9
2023-09-23,Truffle Parmesan Fries,1
2023-09-23,Spicy Buffalo Wings,11
2023-09-23,Grilled Salmon Quinoa Bowl,2
2023-09-23,Beyond Meat Vegan Burger,12
2023-09-23,Chicken Tikka Masala,3
2023-09-23,Vegan Chocolate Mousse,7
2023-09-23,Classic New York Cheesecake,2
2023-09-23,Green Detox Smoothie,15
2023-09-23,Cold Brew Coffee,19
2023-09-24,Crispy Vegetable Spring Rolls,25
2023-09-24,Truffle Parmesan Fries,16
2023-09-24,Spicy Buffalo Wings,1
2023-09-24,Grilled Salmon Quinoa Bowl,8
2023-09-24,Beyond Meat Vegan Burger,24
2023-09-24,Chicken Tikka Masala,19
2023-09-24,Vegan Chocolate Mousse,1
2023-09-24,Classic New York Cheesecake,9
2023-09-24,Green Detox Smoothie,11
2023-09-24,Cold Brew Coffee,8
2023-09-25,Crispy Vegetable Spring Rolls,24
2023-09-25,Truffle Parmesan Fries,10
2023-09-25,Spicy Buffalo Wings,13
2023-09-25,Grilled Salmon Quinoa Bowl,9
2023-09-25,Beyond Meat Vegan Burger,8
2023-09-25,Chicken Tikka Masala,19
2023-09-25,Vegan Chocolate Mousse,14
2023-09-25,Classic New York Cheesecake,5
2023-09-25,Green Detox Smoothie,10
2023-09-25,Cold Brew Coffee,3
2023-09-26,Crispy Vegetable Spring Rolls,17
2023-09-26,Truffle Parmesan Fries,2
2023-09-26,Spicy Buffalo Wings,0
2023-09-26,Grilled Salmon Quinoa Bowl,24
2023-09-26,Beyond Meat Vegan Burger,23
2023-09-26,Chicken Tikka Masala,6
2023-09-26,Vegan Chocolate Mousse,13
2023-09-26,Classic New York Cheesecake,20
2023-09-26,Green Detox Smoothie,25
2023-09-26,Cold Brew Coffee,2
2023-09-27,Crispy Vegetable Spring Rolls,17
2023-09-27,Truffle Parmesan Fries,16
2023-09-27,Spicy Buffalo Wings,18
2023-09-27,Grilled Salmon Quinoa Bowl,1
2023-09-27,Beyond Meat Vegan Burger,10
2023-09-27,Chicken Tikka Masala,19
2023-09-27,Vegan Chocolate Mousse,6
2023-09-27,Classic New York Cheesecake,15
2023-09-27,Green Detox Smoothie,12
2023-09-27,Cold Brew Coffee,12
2023-09-28,Crispy Vegetable Spring Rolls,19
2023-09-28,Truffle Parmesan Fries,4
2023-09-28,Spicy Buffalo Wings,6
2023-09-28,Grilled Salmon Quinoa Bowl,20
2023-09-28,Beyond Meat Vegan Burger,16
2023-09-28,Chicken Tikka Masala,0
2023-09-28,Vegan Chocolate Mousse,0
2023-09-28,Classic New York Cheesecake,6
2023-09-28,Green Detox Smoothie,15
2023-09-28,Cold Brew Coffee,5
2023-09-29,Crispy Vegetable Spring Rolls,2
2023-09-29,Truffle Parmesan Fries,0
2023-09-29,Spicy Buffalo Wings,20
2023-09-29,Grilled Salmon Quinoa Bowl,18
2023-09-29,Beyond Meat Vegan Burger,16
2023-09-29,Chicken Tikka Masala,10
2023-09-29,Vegan Chocolate Mousse,25
2023-09-29,Classic New York Cheesecake,11
2023-09-29,Green Detox Smoothie,19
2023-09-29,Cold Brew Coffee,19
2023-09-30,Crispy Vegetable Spring Rolls,18
2023-09-30,Truffle Parmesan Fries,3
2023-09-30,Spicy Buffalo Wings,9
2023-09-30,Grilled Salmon Quinoa Bowl,21
2023-09-30,Beyond Meat Vegan Burger,24
2023-09-30,Chicken Tikka Masala,10
2023-09-30,Vegan Chocolate Mousse,3
2023-09-30,Classic New York Cheesecake,20
2023-09-30,Green Detox Smoothie,12
2023-09-30,Cold Brew Coffee,3
2023-10-01,Crispy Vegetable Spring Rolls,9
2023-10-01,Truffle Parmesan Fries,4
2023-10-01,Spicy Buffalo Wings,23
2023-10-01,Grilled Salmon Quinoa Bowl,5
2023-10-01,Beyond Meat Vegan Burger,17
2023-10-01,Chicken Tikka Masala,6
2023-10-01,Vegan Chocolate Mousse,15
2023-10-01,Classic New York Cheesecake,6
2023-10-01,Green Detox Smoothie,9
2023-10-01,Cold Brew Coffee,23
2023-10-02,Crispy Vegetable Spring Rolls,10
2023-10-02,Truffle Parmesan Fries,20
2023-10-02,Spicy Buffalo Wings,2
2023-10-02,Grilled Salmon Quinoa Bowl,12
2023-10-02,Beyond Meat Vegan Burger,21
2023-10-02,Chicken Tikka Masala,9
2023-10-02,Vegan Chocolate Mousse,25
2023-10-02,Classic New York Cheesecake,25
2023-10-02,Green Detox Smoothie,8
2023-10-02,Cold Brew Coffee,14
2023-10-03,Crispy Vegetable Spring Rolls,23
2023-10-03,Truffle Parmesan Fries,24
2023-10-03,Spicy Buffalo Wings,7
2023-10-03,Grilled Salmon Quinoa Bowl,16
2023-10-03,Beyond Meat Vegan Burger,23
2023-10-03,Chicken Tikka Masala,9
2023-10-03,Vegan Chocolate Mousse,24
2023-10-03,Classic New York Cheesecake,2
2023-10-03,Green Detox Smoothie,3
2023-10-03,Cold Brew Coffee,20
2023-10-04,Crispy Vegetable Spring Rolls,14
2023-10-04,Truffle Parmesan Fries,19
2023-10-04,Spicy Buffalo Wings,17
2023-10-04,Grilled Salmon Quinoa Bowl,10
2023-10-04,Beyond Meat Vegan Burger,21
2023-10-04,Chicken Tikka Masala,23
2023-10-04,Vegan Chocolate Mousse,8
2023-10-04,Classic New York Cheesecake,23
2023-10-04,Green Detox Smoothie,7
2023-10-04,Cold Brew Coffee,15
2023-10-05,Crispy Vegetable Spring Rolls,11
2023-10-05,Truffle Parmesan Fries,14
2023-10-05,Spicy Buffalo Wings,6
2023-10-05,Grilled Salmon Quinoa Bowl,1
2023-10-05,Beyond Meat Vegan Burger,21
2023-10-05,Chicken Tikka Masala,3
2023-10-05,Vegan Chocolate Mousse,16
2023-10-05,Classic New York Cheesecake,16
2023-10-05,Green Detox Smoothie,12
2023-10-05,Cold Brew Coffee,12
2023-10-06,Crispy Vegetable Spring Rolls,25
2023-10-06,Truffle Parmesan Fries,3
2023-10-06,Spicy Buffalo Wings,14
2023-10-06,Grilled Salmon Quinoa Bowl,0
2023-10-06,Beyond Meat Vegan Burger,19
2023-10-06,Chicken Tikka Masala,5
2023-10-06,Vegan Chocolate Mousse,3
2023-10-06,Classic New York Cheesecake,5
2023-10-06,Green Detox Smoothie,2
2023-10-06,Cold Brew Coffee,12
2023-10-07,Crispy Vegetable Spring Rolls,22
2023-10-07,Truffle Parmesan Fries,16
2023-10-07,Spicy Buffalo Wings,2
2023-10-07,Grilled Salmon Quinoa Bowl,16
2023-10-07,Beyond Meat Vegan Burger,22
2023-10-07,Chicken Tikka Masala,23
2023-10-07,Vegan Chocolate Mousse,4
2023-10-07,Classic New York Cheesecake,0
2023-10-07,Green Detox Smoothie,19
2023-10-07,Cold Brew Coffee,12
2023-10-08,Crispy Vegetable Spring Rolls,20
2023-10-08,Truffle Parmesan Fries,13
2023-10-08,Spicy Buffalo Wings,6
2023-10-08,Grilled Salmon Quinoa Bowl,23
2023-10-08,Beyond Meat Vegan Burger,23
2023-10-08,Chicken Tikka Masala,11
2023-10-08,Vegan Chocolate Mousse,23
2023-10-08,Classic New York Cheesecake,4
2023-10-08,Green Detox Smoothie,18
2023-10-08,Cold Brew Coffee,11
2023-10-09,Crispy Vegetable Spring Rolls,16
2023-10-09,Truffle Parmesan Fries,9
2023-10-09,Spicy Buffalo Wings,13
2023-10-09,Grilled Salmon Quinoa Bowl,6
2023-10-09,Beyond Meat Vegan Burger,21
2023-10-09,Chicken Tikka Masala,23
2023-10-09,Vegan Chocolate Mousse,17
2023-10-09,Classic New York Cheesecake,10
2023-10-09,Green Detox Smoothie,13
2023-10-09,Cold Brew Coffee,6
2023-10-10,Crispy Vegetable Spring Rolls,15
2023-10-10,Truffle Parmesan Fries,15
2023-10-10,Spicy Buffalo Wings,9
2023-10-10,Grilled Salmon Quinoa Bowl,15
2023-10-10,Beyond Meat Vegan Burger,7
2023-10-10,Chicken Tikka Masala,7
2023-10-10,Vegan Chocolate Mousse,9
2023-10-10,Classic New York Cheesecake,21
2023-10-10,Green Detox Smoothie,17
2023-10-10,Cold Brew Coffee,15
2023-10-11,Crispy Vegetable Spring Rolls,3
2023-10-11,Truffle Parmesan Fries,3
2023-10-11,Spicy Buffalo Wings,8
2023-10-11,Grilled Salmon Quinoa Bowl,6
2023-10-11,Beyond Meat Vegan Burger,3
2023-10-11,Chicken Tikka Masala,24
2023-10-11,Vegan Chocolate Mousse,9
2023-10-11,Classic New York Cheesecake,21
2023-10-11,Green Detox Smoothie,5
2023-10-11,Cold Brew Coffee,5
2023-10-12,Crispy Vegetable Spring Rolls,7
2023-10-12,Truffle Parmesan Fries,20
2023-10-12,Spicy Buffalo Wings,25
2023-10-12,Grilled Salmon Quinoa Bowl,3
2023-10-12,Beyond Meat Vegan Burger,12
2023-10-12,Chicken Tikka Masala,14
2023-10-12,Vegan Chocolate Mousse,9
2023-10-12,Classic New York Cheesecake,6
2023-10-12,Green Detox Smoothie,12
2023-10-12,Cold Brew Coffee,17
2023-10-13,Crispy Vegetable Spring Rolls,12
2023-10-13,Truffle Parmesan Fries,21
2023-10-13,Spicy Buffalo Wings,15
2023-10-13,Grilled Salmon Quinoa Bowl,2
2023-10-13,Beyond Meat Vegan Burger,4
2023-10-13,Chicken Tikka Masala,1
2023-10-13,Vegan Chocolate Mousse,10
2023-10-13,Classic New York Cheesecake,16
2023-10-13,Green Detox Smoothie,11
2023-10-13,Cold Brew Coffee,14
2023-10-14,Crispy Vegetable Spring Rolls,22
2023-10-14,Truffle Parmesan Fries,5
2023-10-14,Spicy Buffalo Wings,20
2023-10-14,Grilled Salmon Quinoa Bowl,21
2023-10-14,Beyond Meat Vegan Burger,16
2023-10-14,Chicken Tikka Masala,2
2023-10-14,Vegan Chocolate Mousse,2
2023-10-14,Classic New York Cheesecake,24
2023-10-14,Green Detox Smoothie,24
2023-10-14,Cold Brew Coffee,18
2023-10-15,Crispy Vegetable Spring Rolls,24
2023-10-15,Truffle Parmesan Fries,13
2023-10-15,Spicy Buffalo Wings,2
2023-10-15,Grilled Salmon Quinoa Bowl,23
2023-10-15,Beyond Meat Vegan Burger,18
2023-10-15,Chicken Tikka Masala,15
2023-10-15,Vegan Chocolate Mousse,22
2023-10-15,Classic New York Cheesecake,7
2023-10-15,Green Detox Smoothie,20
2023-10-15,Cold Brew Coffee,4
2023-10-16,Crispy Vegetable Spring Rolls,17
2023-10-16,Truffle Parmesan Fries,20
2023-10-16,Spicy Buffalo Wings,24
2023-10-16,Grilled Salmon Quinoa Bowl,10
2023-10-16,Beyond Meat Vegan Burger,13
2023-10-16,Chicken Tikka Masala,8
2023-10-16,Vegan Chocolate Mousse,9
2023-10-16,Classic New York Cheesecake,1
2023-10-16,Green Detox Smoothie,5
2023-10-16,Cold Brew Coffee,23
2023-10-17,Crispy Vegetable Spring Rolls,4
2023-10-17,Truffle Parmesan Fries,24
2023-10-17,Spicy Buffalo Wings,1
2023-10-17,Grilled Salmon Quinoa Bowl,11
2023-10-17,Beyond Meat Vegan Burger,23
2023-10-17,Chicken Tikka Masala,19
2023-10-17,Vegan Chocolate Mousse,7
2023-10-17,Classic New York Cheesecake,9
2023-10-17,Green Detox Smoothie,24
2023-10-17,Cold Brew Coffee,15
2023-10-18,Crispy Vegetable Spring Rolls,12
2023-10-18,Truffle Parmesan Fries,13
2023-10-18,Spicy Buffalo Wings,9
2023-10-18,Grilled Salmon Quinoa Bowl,8
2023-10-18,Beyond Meat Vegan Burger,2
2023-10-18,Chicken Tikka Masala,0
2023-10-18,Vegan Chocolate Mousse,0
2023-10-18,Classic New York Cheesecake,2
2023-10-18,Green Detox Smoothie,9
2023-10-18,Cold Brew Coffee,3
2023-10-19,Crispy Vegetable Spring Rolls,15
2023-10-19,Truffle Parmesan Fries,15
2023-10-19,Spicy Buffalo Wings,18
2023-10-19,Grilled Salmon Quinoa Bowl,5
2023-10-19,Beyond Meat Vegan Burger,7
2023-10-19,Chicken Tikka Masala,6
2023-10-19,Vegan Chocolate Mousse,4
2023-10-19,Classic New York Cheesecake,1
2023-10-19,Green Detox Smoothie,2
2023-10-19,Cold Brew Coffee,8
2023-10-20,Crispy Vegetable Spring Rolls,12
2023-10-20,Truffle Parmesan Fries,1
2023-10-20,Spicy Buffalo Wings,24
2023-10-20,Grilled Salmon Quinoa Bowl,18
2023-10-20,Beyond Meat Vegan Burger,24
2023-10-20,Chicken Tikka Masala,25
2023-10-20,Vegan Chocolate Mousse,25
2023-10-20,Classic New York Cheesecake,1
2023-10-20,Green Detox Smoothie,7
2023-10-20,Cold Brew Coffee,0
2023-10-21,Crispy Vegetable Spring Rolls,16
2023-10-21,Truffle Parmesan Fries,12
2023-10-21,Spicy Buffalo Wings,11
2023-10-21,Grilled Salmon Quinoa Bowl,11
2023-10-21,Beyond Meat Vegan Burger,0
2023-10-21,Chicken Tikka Masala,0
2023-10-21,Vegan Chocolate Mousse,18
2023-10-21,Classic New York Cheesecake,14
2023-10-21,Green Detox Smoothie,17
2023-10-21,Cold Brew Coffee,13
2023-10-22,Crispy Vegetable Spring Rolls,21
2023-10-22,Truffle Parmesan Fries,5
2023-10-22,Spicy Buffalo Wings,11
2023-10-22,Grilled Salmon Quinoa Bowl,22
2023-10-22,Beyond Meat Vegan Burger,16
2023-10-22,Chicken Tikka Masala,22
2023-10-22,Vegan Chocolate Mousse,7
2023-10-22,Classic New York Cheesecake,18
2023-10-22,Green Detox Smoothie,8
2023-10-22,Cold Brew Coffee,11
2023-10-23,Crispy Vegetable Spring Rolls,11
2023-10-23,Truffle Parmesan Fries,21
2023-10-23,Spicy Buffalo Wings,3
2023-10-23,Grilled Salmon Quinoa Bowl,24
2023-10-23,Beyond Meat Vegan Burger,17
2023-10-23,Chicken Tikka Masala,9
2023-10-23,Vegan Chocolate Mousse,17
2023-10-23,Classic New York Cheesecake,12
2023-10-23,Green Detox Smoothie,8
2023-10-23,Cold Brew Coffee,5
2023-10-24,Crispy Vegetable Spring Rolls,25
2023-10-24,Truffle Parmesan Fries,15
2023-10-24,Spicy Buffalo Wings,14
2023-10-24,Grilled Salmon Quinoa Bowl,5
2023-10-24,Beyond Meat Vegan Burger,22
2023-10-24,Chicken Tikka Masala,4
2023-10-24,Vegan Chocolate Mousse,12
2023-10-24,Classic New York Cheesecake,3
2023-10-24,Green Detox Smoothie,2
2023-10-24,Cold Brew Coffee,23
2023-10-25,Crispy Vegetable Spring Rolls,22
2023-10-25,Truffle Parmesan Fries,15
2023-10-25,Spicy Buffalo Wings,11
2023-10-25,Grilled Salmon Quinoa Bowl,18
2023-10-25,Beyond Meat Vegan Burger,17
2023-10-25,Chicken Tikka Masala,25
2023-10-25,Vegan Chocolate Mousse,21
2023-10-25,Classic New York Cheesecake,12
2023-10-25,Green Detox Smoothie,7
2023-10-25,Cold Brew Coffee,18
2023-10-26,Crispy Vegetable Spring Rolls,12
2023-10-26,Truffle Parmesan Fries,2
2023-10-26,Spicy Buffalo Wings,19
2023-10-26,Grilled Salmon Quinoa Bowl,19
2023-10-26,Beyond Meat Vegan Burger,23
2023-10-26,Chicken Tikka Masala,13
2023-10-26,Vegan Chocolate Mousse,10
2023-10-26,Classic New York Cheesecake,11
2023-10-26,Green Detox Smoothie,5
2023-10-26,Cold Brew Coffee,6
2023-10-27,Crispy Vegetable Spring Rolls,5
2023-10-27,Truffle Parmesan Fries,8
2023-10-27,Spicy Buffalo Wings,19
2023-10-27,Grilled Salmon Quinoa Bowl,11
2023-10-27,Beyond Meat Vegan Burger,14
2023-10-27,Chicken Tikka Masala,9
2023-10-27,Vegan Chocolate Mousse,19
2023-10-27,Classic New York Cheesecake,7
2023-10-27,Green Detox Smoothie,15
2023-10-27,Cold Brew Coffee,20
2023-10-28,Crispy Vegetable Spring Rolls,20
2023-10-28,Truffle Parmesan Fries,13
2023-10-28,Spicy Buffalo Wings,16
2023-10-28,Grilled Salmon Quinoa Bowl,5
2023-10-28,Beyond Meat Vegan Burger,25
2023-10-28,Chicken Tikka Masala,12
2023-10-28,Vegan Chocolate Mousse,15
2023-10-28,Classic New York Cheesecake,23
2023-10-28,Green Detox Smoothie,13
2023-10-28,Cold Brew Coffee,15
2023-10-29,Crispy Vegetable Spring Rolls,2
2023-10-29,Truffle Parmesan Fries,7
2023-10-29,Spicy Buffalo Wings,0
2023-10-29,Grilled Salmon Quinoa Bowl,22
2023-10-29,Beyond Meat Vegan Burger,16
2023-10-29,Chicken Tikka Masala,18
2023-10-29,Vegan Chocolate Mousse,3
2023-10-29,Classic New York Cheesecake,9
2023-10-29,Green Detox Smoothie,5
2023-10-29,Cold Brew Coffee,4
2023-10-30,Crispy Vegetable Spring Rolls,1
2023-10-30,Truffle Parmesan Fries,11
2023-10-30,Spicy Buffalo Wings,0
2023-10-30,Grilled Salmon Quinoa Bowl,1
2023-10-30,Beyond Meat Vegan Burger,1
2023-10-30,Chicken Tikka Masala,0
2023-10-30,Vegan Chocolate Mousse,18
2023-10-30,Classic New York Cheesecake,6
2023-10-30,Green Detox Smoothie,7
2023-10-30,Cold Brew Coffee,9
2023-10-31,Crispy Vegetable Spring Rolls,23
2023-10-31,Truffle Parmesan Fries,21
2023-10-31,Spicy Buffalo Wings,19
2023-10-31,Grilled Salmon Quinoa Bowl,20
2023-10-31,Beyond Meat Vegan Burger,16
2023-10-31,Chicken Tikka Masala,2
2023-10-31,Vegan Chocolate Mousse,11
2023-10-31,Classic New York Cheesecake,20
2023-10-31,Green Detox Smoothie,10
2023-10-31,Cold Brew Coffee,14
2023-11-01,Crispy Vegetable Spring Rolls,3
2023-11-01,Truffle Parmesan Fries,12
2023-11-01,Spicy Buffalo Wings,18
2023-11-01,Grilled Salmon Quinoa Bowl,15
2023-11-01,Beyond Meat Vegan Burger,22
2023-11-01,Chicken Tikka Masala,18
2023-11-01,Vegan Chocolate Mousse,5
2023-11-01,Classic New York Cheesecake,7
2023-11-01,Green Detox Smoothie,21
2023-11-01,Cold Brew Coffee,2
2023-11-02,Crispy Vegetable Spring Rolls,22
2023-11-02,Truffle Parmesan Fries,8
2023-11-02,Spicy Buffalo Wings,23
2023-11-02,Grilled Salmon Quinoa Bowl,12
2023-11-02,Beyond Meat Vegan Burger,3
2023-11-02,Chicken Tikka Masala,17
2023-11-02,Vegan Chocolate Mousse,15
2023-11-02,Classic New York Cheesecake,22
2023-11-02,Green Detox Smoothie,6
2023-11-02,Cold Brew Coffee,6
2023-11-03,Crispy Vegetable Spring Rolls,19
2023-11-03,Truffle Parmesan Fries,11
2023-11-03,Spicy Buffalo Wings,25
2023-11-03,Grilled Salmon Quinoa Bowl,13
2023-11-03,Beyond Meat Vegan Burger,8
2023-11-03,Chicken Tikka Masala,21
2023-11-03,Vegan Chocolate Mousse,5
2023-11-03,Classic New York Cheesecake,7
2023-11-03,Green Detox Smoothie,14
2023-11-03,Cold Brew Coffee,24
2023-11-04,Crispy Vegetable Spring Rolls,22
2023-11-04,Truffle Parmesan Fries,14
2023-11-04,Spicy Buffalo Wings,0
2023-11-04,Grilled Salmon Quinoa Bowl,20
2023-11-04,Beyond Meat Vegan Burger,17
2023-11-04,Chicken Tikka Masala,0
2023-11-04,Vegan Chocolate Mousse,8
2023-11-04,Classic New York Cheesecake,15
2023-11-04,Green Detox Smoothie,4
2023-11-04,Cold Brew Coffee,19
2023-11-05,Crispy Vegetable Spring Rolls,7
2023-11-05,Truffle Parmesan Fries,6
2023-11-05,Spicy Buffalo Wings,4
2023-11-05,Grilled Salmon Quinoa Bowl,23
2023-11-05,Beyond Meat Vegan Burger,6
2023-11-05,Chicken Tikka Masala,7
2023-11-05,Vegan Chocolate Mousse,6
2023-11-05,Classic New York Cheesecake,1
2023-11-05,Green Detox Smoothie,11
2023-11-05,Cold Brew Coffee,11
2023-11-06,Crispy Vegetable Spring Rolls,11
2023-11-06,Truffle Parmesan Fries,17
2023-11-06,Spicy Buffalo Wings,6
2023-11-06,Grilled Salmon Quinoa Bowl,21
2023-11-06,Beyond Meat Vegan Burger,3
2023-11-06,Chicken Tikka Masala,3
2023-11-06,Vegan Chocolate Mousse,6
2023-11-06,Classic New York Cheesecake,11
2023-11-06,Green Detox Smoothie,5
2023-11-06,Cold Brew Coffee,12
2023-11-07,Crispy Vegetable Spring Rolls,16
2023-11-07,Truffle Parmesan Fries,8
2023-11-07,Spicy Buffalo Wings,19
2023-11-07,Grilled Salmon Quinoa Bowl,20
2023-11-07,Beyond Meat Vegan Burger,24
2023-11-07,Chicken Tikka Masala,16
2023-11-07,Vegan Chocolate Mousse,9
2023-11-07,Classic New York Cheesecake,14
2023-11-07,Green Detox Smoothie,3
2023-11-07,Cold Brew Coffee,11
2023-11-08,Crispy Vegetable Spring Rolls,17
2023-11-08,Truffle Parmesan Fries,4
2023-11-08,Spicy Buffalo Wings,19
2023-11-08,Grilled Salmon Quinoa Bowl,12
2023-11-08,Beyond Meat Vegan Burger,25
2023-11-08,Chicken Tikka Masala,17
2023-11-08,Vegan Chocolate Mousse,1
2023-11-08,Classic New York Cheesecake,4
2023-11-08,Green Detox Smoothie,24
2023-11-08,Cold Brew Coffee,5
2023-11-09,Crispy Vegetable Spring Rolls,2
2023-11-09,Truffle Parmesan Fries,18
2023-11-09,Spicy Buffalo Wings,3
2023-11-09,Grilled Salmon Quinoa Bowl,9
2023-11-09,Beyond Meat Vegan Burger,6
2023-11-09,Chicken Tikka Masala,10
2023-11-09,Vegan Chocolate Mousse,10
2023-11-09,Classic New York Cheesecake,25
2023-11-09,Green Detox Smoothie,15
2023-11-09,Cold Brew Coffee,0
2023-11-10,Crispy Vegetable Spring Rolls,7
2023-11-10,Truffle Parmesan Fries,5
2023-11-10,Spicy Buffalo Wings,18
2023-11-10,Grilled Salmon Quinoa Bowl,25
2023-11-10,Beyond Meat Vegan Burger,21
2023-11-10,Chicken Tikka Masala,2
2023-11-10,Vegan Chocolate Mousse,11
2023-11-10,Classic New York Cheesecake,5
2023-11-10,Green Detox Smoothie,25
2023-11-10,Cold Brew Coffee,23
2023-11-11,Crispy Vegetable Spring Rolls,20
2023-11-11,Truffle Parmesan Fries,18
2023-11-11,Spicy Buffalo Wings,13
2023-11-11,Grilled Salmon Quinoa Bowl,17
2023-11-11,Beyond Meat Vegan Burger,21
2023-11-11,Chicken Tikka Masala,21
2023-11-11,Vegan Chocolate Mousse,8
2023-11-11,Classic New York Cheesecake,8
2023-11-11,Green Detox Smoothie,20
2023-11-11,Cold Brew Coffee,22
2023-11-12,Crispy Vegetable Spring Rolls,25
2023-11-12,Truffle Parmesan Fries,21
2023-11-12,Spicy Buffalo Wings,2
2023-11-12,Grilled Salmon Quinoa Bowl,18
2023-11-12,Beyond Meat Vegan Burger,5
2023-11-12,Chicken Tikka Masala,14
2023-11-12,Vegan Chocolate Mousse,22
2023-11-12,Classic New York Cheesecake,12
2023-11-12,Green Detox Smoothie,11
2023-11-12,Cold Brew Coffee,23
2023-11-13,Crispy Vegetable Spring Rolls,11
2023-11-13,Truffle Parmesan Fries,12
2023-11-13,Spicy Buffalo Wings,6
2023-11-13,Grilled Salmon Quinoa Bowl,1
2023-11-13,Beyond Meat Vegan Burger,6
2023-11-13,Chicken Tikka Masala,7
2023-11-13,Vegan Chocolate Mousse,9
2023-11-13,Classic New York Cheesecake,24
2023-11-13,Green Detox Smoothie,6
2023-11-13,Cold Brew Coffee,16
2023-11-14,Crispy Vegetable Spring Rolls,0
2023-11-14,Truffle Parmesan Fries,11
2023-11-14,Spicy Buffalo Wings,7
2023-11-14,Grilled Salmon Quinoa Bowl,13
2023-11-14,Beyond Meat Vegan Burger,10
2023-11-14,Chicken Tikka Masala,19
2023-11-14,Vegan Chocolate Mousse,25
2023-11-14,Classic New York Cheesecake,11
2023-11-14,Green Detox Smoothie,13
2023-11-14,Cold Brew Coffee,19
2023-11-15,Crispy Vegetable Spring Rolls,12
2023-11-15,Truffle Parmesan Fries,3
2023-11-15,Spicy Buffalo Wings,8
2023-11-15,Grilled Salmon Quinoa Bowl,24
2023-11-15,Beyond Meat Vegan Burger,3
2023-11-15,Chicken Tikka Masala,5
2023-11-15,Vegan Chocolate Mousse,15
2023-11-15,Classic New York Cheesecake,6
2023-11-15,Green Detox Smoothie,10
2023-11-15,Cold Brew Coffee,10
2023-11-16,Crispy Vegetable Spring Rolls,25
2023-11-16,Truffle Parmesan Fries,6
2023-11-16,Spicy Buffalo Wings,12
2023-11-16,Grilled Salmon Quinoa Bowl,0
2023-11-16,Beyond Meat Vegan Burger,7
2023-11-16,Chicken Tikka Masala,11
2023-11-16,Vegan Chocolate Mousse,7
2023-11-16,Classic New York Cheesecake,4
2023-11-16,Green Detox Smoothie,9
2023-11-16,Cold Brew Coffee,11
2023-11-17,Crispy Vegetable Spring Rolls,19
2023-11-17,Truffle Parmesan Fries,23
2023-11-17,Spicy Buffalo Wings,17
2023-11-17,Grilled Salmon Quinoa Bowl,4
2023-11-17,Beyond Meat Vegan Burger,5
2023-11-17,Chicken Tikka Masala,1
2023-11-17,Vegan Chocolate Mousse,0
2023-11-17,Classic New York Cheesecake,19
2023-11-17,Green Detox Smoothie,2
2023-11-17,Cold Brew Coffee,13
2023-11-18,Crispy Vegetable Spring Rolls,12
2023-11-18,Truffle Parmesan Fries,5
2023-11-18,Spicy Buffalo Wings,9
2023-11-18,Grilled Salmon Quinoa Bowl,4
2023-11-18,Beyond Meat Vegan Burger,1
2023-11-18,Chicken Tikka Masala,13
2023-11-18,Vegan Chocolate Mousse,12
